supplier_id,supplier_name,product_id,lead_time,supplier_rating
SUP3215,"Garcia, Simpson and Graham",P1517,5,4.7
SUP3216,"Collins, Newman and Rose",P6927,8,3.4
SUP3217,Summers Ltd,P6480,11,3.4
SUP3218,Gaines-Young,P1828,5,3.3
SUP3219,Forbes Ltd,P4976,7,2.9
SUP3220,"Lee, Burton and Lewis",P5857,16,3.9
SUP3221,Smith Inc,P3473,10,3.9
SUP3222,Johnson PLC,P4756,7,2.6
SUP3223,"Chan, Lewis and Barnes",P168,20,3.5
SUP3224,"Henry, Walls and Adkins",P5730,10,4.9
SUP3225,Greene-Cook,P7327,14,3.2
SUP3226,Moore-Love,P3253,16,4.0
SUP3227,Baker-May,P2316,6,3.4
SUP3228,Smith-Santiago,P9004,13,4.2
SUP3229,Mcdonald and Sons,P5481,2,2.6
SUP3230,Pierce-Murray,P601,4,3.5
SUP3231,"Hunter, Holder and Robinson",P9781,7,4.2
SUP3232,Swanson-Mclaughlin,P6664,5,4.1
SUP3233,Smith Ltd,P4106,12,4.0
SUP3234,Morgan LLC,P4883,6,2.8
SUP3235,Harmon PLC,P4770,7,3.5
SUP3236,Mack-Flores,P7127,6,2.9
SUP3237,"Barnes, Reed and Farmer",P9483,13,3.0
SUP3238,Foster Ltd,P4527,18,2.8
SUP3239,Flores-Lester,P6391,18,2.7
SUP3240,Acevedo LLC,P1036,18,4.8
SUP3241,Haas and Sons,P1302,8,5.0
SUP3242,Williams-Wright,P6084,15,2.6
SUP3243,"Johnson, Weaver and Becker",P5956,20,2.7
SUP3244,Freeman Group,P7948,9,4.3
SUP3245,"Lowe, Smith and Haley",P2058,9,4.8
SUP3246,Parks Group,P3722,2,3.4
SUP3247,Willis Ltd,P2698,11,4.3
SUP3248,Bonilla-Schmidt,P9365,3,3.4
SUP3249,Perez Group,P1118,13,3.9
SUP3250,Robinson Group,P5404,3,2.7
SUP3251,"Fischer, Obrien and Hughes",P9166,3,4.3
SUP3252,Kaiser-Henry,P5554,13,4.1
SUP3253,Santiago-Meyer,P1744,13,4.7
SUP3254,Smith-Webb,P7047,6,4.4
SUP3255,Cochran-Carter,P634,3,3.4
SUP3256,Robertson LLC,P546,19,3.2
SUP3257,"Trujillo, Steele and Sherman",P4978,16,3.0
SUP3258,Turner-Reyes,P2322,15,3.9
SUP3259,"Booker, Williams and Cobb",P3187,18,3.5
SUP3260,Hunt-Smith,P6897,2,3.0
SUP3261,Hutchinson-Rodriguez,P8295,13,3.6
SUP3262,Wheeler LLC,P463,18,3.0
SUP3263,Weiss LLC,P8178,18,4.6
SUP3264,Martinez-Thompson,P398,15,3.7
SUP3265,Jackson-Koch,P5878,5,3.9
SUP3266,Jones Inc,P6140,12,3.6
SUP3267,Whitaker-Stevens,P9353,12,3.8
SUP3268,Johnson LLC,P9754,10,3.7
SUP3269,Orozco-Hanson,P8413,10,3.2
SUP3270,Munoz-Horton,P3839,14,3.2
SUP3271,Bradley-Rodriguez,P5558,12,4.7
SUP3272,Robertson Ltd,P3860,12,4.3
SUP3273,James Inc,P1227,7,2.6
SUP3274,Guzman LLC,P1716,9,4.3
SUP3275,"Harris, Reyes and Saunders",P3389,11,2.9
SUP3276,Roy Ltd,P8992,5,4.2
SUP3277,Harris PLC,P3424,16,3.8
SUP3278,"Wheeler, Stokes and Cline",P8941,18,3.7
SUP3279,Murray-Woods,P7365,18,2.5
SUP3280,Benton-Weber,P1376,11,3.4
SUP3281,"Cervantes, Evans and Wade",P3360,20,3.9
SUP3282,Benton PLC,P8895,19,3.6
SUP3283,"Murray, Howard and Payne",P2121,9,3.4
SUP3284,Graham-Taylor,P390,2,3.6
SUP3285,Robertson-King,P6777,3,4.9
SUP3286,Lawson and Sons,P7783,12,2.8
SUP3287,"Pearson, Hill and Garcia",P6360,13,4.4
SUP3288,Williams-Phillips,P8698,11,4.8
SUP3289,"Campbell, Hays and Smith",P494,3,2.8
SUP3290,Henry Inc,P1835,3,3.1
SUP3291,"Davis, Wu and Johnson",P6919,20,3.3
SUP3292,Williams PLC,P5077,14,3.2
SUP3293,"Horton, Newman and Hernandez",P8653,18,4.9
SUP3294,"Chavez, Huynh and Martin",P2352,18,4.1
SUP3295,Kim-Thompson,P4321,2,4.1
SUP3296,"Reynolds, Kirby and Novak",P9519,15,3.3
SUP3297,Blackwell and Sons,P6882,17,5.0
SUP3298,Cooper LLC,P3651,6,5.0
SUP3299,"Shaffer, Clark and Brown",P8393,19,3.1
SUP3300,Lang-Neal,P9066,2,3.6
SUP3301,Snyder-Mathis,P6312,11,3.1
SUP3302,Perez LLC,P281,11,4.8
SUP3303,"Bradford, Collins and Wilkerson",P1000,18,3.2
SUP3304,"Richards, Murphy and Myers",P3896,5,2.8
SUP3305,Proctor-Carter,P857,16,2.5
SUP3306,Beasley LLC,P3854,10,3.3
SUP3307,Hammond-Ortega,P8704,7,3.9
SUP3308,Richardson-Valencia,P4773,2,4.9
SUP3309,"Washington, Gomez and Knight",P9399,11,2.5
SUP3310,"Harmon, Skinner and Reed",P6295,8,4.2
SUP3311,"Howard, Simon and Smith",P1876,19,4.2
SUP3312,Cuevas-Singh,P8844,8,3.6
SUP3313,Haynes-Ramirez,P5115,2,3.2
SUP3314,"Steele, Huynh and Johnson",P644,14,3.3
SUP3315,Phillips PLC,P3697,10,2.7
SUP3316,Lucas and Sons,P4118,8,4.6
SUP3317,Davis Ltd,P5814,6,3.4
SUP3318,Cook Group,P7274,17,4.2
SUP3319,"Barron, Tucker and Williams",P8092,5,4.2
SUP3320,Richardson PLC,P7400,15,3.6
SUP3321,"Norman, Watson and Lindsey",P734,5,3.1
SUP3322,Vazquez LLC,P2777,10,3.3
SUP3323,Fletcher-Blake,P580,16,2.8
SUP3324,"Green, Barker and Schneider",P2680,10,2.7
SUP3325,"Ruiz, Wilson and Byrd",P2628,9,3.2
SUP3326,Elliott-Williams,P7964,14,4.7
SUP3327,Salas and Sons,P9455,19,3.4
SUP3328,Franklin Ltd,P5056,9,3.0
SUP3329,Mendez-Hancock,P8517,2,3.0
SUP3330,Martinez-Taylor,P8877,3,3.6
SUP3331,"Crawford, Hunter and Richard",P6653,15,4.5
SUP3332,Davila Ltd,P4452,15,3.0
SUP3333,"Hughes, Blair and Bennett",P5763,11,4.3
SUP3334,Grant Group,P2760,7,2.6
SUP3335,Robinson PLC,P1167,19,4.2
SUP3336,Moran-Henry,P1500,11,4.1
SUP3337,Martin Inc,P7834,11,2.8
SUP3338,"Mcmillan, Miller and Reyes",P2632,10,4.4
SUP3339,Mccullough PLC,P3788,2,4.3
SUP3340,Figueroa Ltd,P3689,2,4.4
SUP3341,"Jones, Martinez and Lawson",P5072,13,4.7
SUP3342,Collins-Lutz,P4184,20,3.6
SUP3343,Johnson-Chapman,P49,16,2.6
SUP3344,"Simmons, Cohen and Anderson",P3374,6,2.9
SUP3345,Colon PLC,P7228,20,3.1
SUP3346,Evans-Cruz,P6394,19,2.8
SUP3347,"Curtis, King and Carpenter",P7891,9,3.4
SUP3348,Salas-Wade,P7605,17,2.7
SUP3349,"Vaughn, Yu and Haas",P506,9,4.6
SUP3350,Hubbard Group,P2059,11,4.0
SUP3351,Mcknight PLC,P842,16,2.9
SUP3352,Walker and Sons,P3002,4,4.3
SUP3353,"Garza, Welch and Wells",P8923,17,3.9
SUP3354,"White, Mcintosh and Schneider",P8528,16,3.0
SUP3355,"White, Powell and Gillespie",P3488,18,3.4
SUP3356,Smith-Hurley,P1283,11,4.0
SUP3357,Willis Group,P9719,15,4.8
SUP3358,"Medina, Johnson and Ortiz",P8715,7,3.0
SUP3359,"Thompson, Thomas and Welch",P6127,13,3.0
SUP3360,Travis-Lin,P4569,15,2.6
SUP3361,Baker-Ortega,P8449,5,3.0
SUP3362,"Rodriguez, Garrett and Burgess",P3971,18,4.4
SUP3363,"Goodwin, Murphy and Hamilton",P9351,11,3.4
SUP3364,"Cross, Collins and Hicks",P719,17,3.1
SUP3365,Robinson LLC,P8778,17,2.5
SUP3366,"Robinson, Harrison and Black",P9723,17,3.4
SUP3367,Mueller-Ware,P2996,2,4.5
SUP3368,Choi Inc,P2033,13,2.8
SUP3369,Wheeler-Collins,P1973,12,3.8
SUP3370,Armstrong-Bell,P2560,8,3.0
SUP3371,"Watson, Herman and Rollins",P2329,9,3.1
SUP3372,Miller-Johnson,P3681,19,3.0
SUP3373,"Alvarado, Richard and Hoffman",P2493,6,3.8
SUP3374,Jones Group,P2122,7,2.9
SUP3375,Allen Inc,P2413,4,2.9
SUP3376,Freeman Inc,P7408,7,4.5
SUP3377,"Roach, Brown and Perez",P5720,16,4.9
SUP3378,"Robertson, Johnson and Green",P8271,5,3.3
SUP3379,Miller Ltd,P9511,11,3.9
SUP3380,"Bush, Delgado and Clark",P7108,12,3.4
SUP3381,"Walsh, Mann and Graves",P3835,4,4.7
SUP3382,Harrison and Sons,P2665,3,4.6
SUP3383,"Rodriguez, Burke and Smith",P4673,20,4.8
SUP3384,Navarro-Morgan,P7810,20,3.6
SUP3385,Benson-Adams,P2930,15,2.6
SUP3386,Clark-Perkins,P1801,18,4.8
SUP3387,Jenkins and Sons,P6144,8,4.6
SUP3388,Ho-Phillips,P2359,5,4.6
SUP3389,Robertson LLC,P1302,13,4.6
SUP3390,"Moody, Miller and Glass",P4733,10,2.8
SUP3391,Chase LLC,P2032,4,3.8
SUP3392,"Brooks, Myers and Brown",P6510,6,3.7
SUP3393,Fowler Group,P6986,8,3.0
SUP3394,Barker-Smith,P1141,3,3.9
SUP3395,White-Compton,P3365,10,4.8
SUP3396,"Thomas, Blanchard and Lopez",P5172,19,4.1
SUP3397,Brady Inc,P1945,15,3.3
SUP3398,Garza-Bowen,P606,14,3.8
SUP3399,"Erickson, Savage and Jones",P288,9,3.4
SUP3400,"Perez, Hall and Joyce",P7531,15,4.7
SUP3401,"Davis, Wright and Frazier",P4592,9,4.2
SUP3402,Patterson Ltd,P6384,6,3.4
SUP3403,"Gray, Snyder and Contreras",P4127,19,3.0
SUP3404,Higgins-Leach,P9319,3,2.7
SUP3405,Morris Inc,P8565,6,4.6
SUP3406,Robinson Group,P5974,2,3.0
SUP3407,Clark-Johns,P3573,10,3.0
SUP3408,Flores LLC,P2186,16,4.5
SUP3409,"Griffin, Collins and Chen",P9835,6,2.5
SUP3410,"Novak, Johnson and Brown",P9379,20,2.7
SUP3411,"Johnson, Finley and Vincent",P5665,6,3.5
SUP3412,"Ortega, Thompson and Brown",P540,14,3.7
SUP3413,"Anderson, Harmon and Kennedy",P5493,16,3.6
SUP3414,Baker and Sons,P7969,14,4.6
SUP3415,"Jimenez, Wolfe and Lee",P3851,7,3.1
SUP3416,Whitaker-Tucker,P7137,15,4.1
SUP3417,"Smith, Brown and Perry",P9050,8,3.6
SUP3418,"Ballard, Deleon and Cox",P1329,18,4.1
SUP3419,"Holt, Parker and Fuller",P7254,11,2.5
SUP3420,Potter-Flores,P8374,13,3.7
SUP3421,Ashley Group,P3280,11,2.7
SUP3422,"Rodriguez, Diaz and Hahn",P8320,19,3.4
SUP3423,Christian LLC,P8008,5,2.9
SUP3424,Farley-Larson,P2194,10,3.2
SUP3425,Hall-Johnson,P6123,16,3.1
SUP3426,Cook LLC,P4415,10,3.6
SUP3427,Armstrong LLC,P676,6,4.6
SUP3428,Mcdonald-Harrison,P5599,10,2.9
SUP3429,Wilkins LLC,P4922,4,3.1
SUP3430,Soto LLC,P8418,10,4.4
SUP3431,"Barker, Wilson and Haynes",P4622,4,2.7
SUP3432,"Espinoza, Moreno and Campos",P5733,6,4.1
SUP3433,Andrews LLC,P8001,8,4.7
SUP3434,Frost-Stokes,P8946,6,3.0
SUP3435,Nelson-Shields,P878,4,2.9
SUP3436,"Dickerson, Rojas and Jones",P1242,7,3.5
SUP3437,Stewart-Rivers,P1902,3,4.9
SUP3438,Cervantes-Herrera,P9885,20,2.5
SUP3439,Davis and Sons,P1702,18,4.2
SUP3440,Ferguson-Miller,P566,20,3.8
SUP3441,Zimmerman-Rice,P6394,13,3.2
SUP3442,Benson LLC,P8122,15,3.0
SUP3443,Jordan-Murphy,P1672,3,4.6
SUP3444,Cox-Coleman,P6862,11,2.7
SUP3445,"Trujillo, Nash and Cooper",P6769,2,3.6
SUP3446,Donaldson and Sons,P8107,11,2.6
SUP3447,Williams-Davis,P4311,4,4.8
SUP3448,Middleton-Jackson,P9454,17,4.7
SUP3449,Goodwin-Reed,P1264,17,4.7
SUP3450,Carlson-Miranda,P7450,9,4.6
SUP3451,Chen-Waters,P6352,17,3.2
SUP3452,Smith Group,P5324,6,4.3
SUP3453,Bradley Inc,P7401,20,3.1
SUP3454,Bailey-Edwards,P6210,2,3.5
SUP3455,Maxwell-Harris,P7400,3,3.1
SUP3456,Wright-Williams,P8946,2,3.7
SUP3457,"Dougherty, Cohen and Brown",P6381,11,4.4
SUP3458,Miller Inc,P7169,20,4.8
SUP3459,Jones Inc,P7655,11,4.7
SUP3460,Romero-Mendoza,P2028,20,4.3
SUP3461,Murphy-Martinez,P839,11,3.5
SUP3462,"Rodriguez, Miller and Hall",P7004,12,2.7
SUP3463,Simon-Edwards,P2383,16,3.7
SUP3464,"Parker, Miller and Brewer",P2664,3,4.1
SUP3465,"Collier, Malone and Walker",P2703,18,4.9
SUP3466,Holmes-Collins,P2032,10,3.9
SUP3467,Solis Group,P4313,14,3.2
SUP3468,Nguyen-Williams,P2321,20,3.9
SUP3469,Robinson-Hill,P9117,16,3.1
SUP3470,Powell Ltd,P7973,10,4.8
SUP3471,"Miles, Richards and French",P904,14,2.5
SUP3472,"Miller, Conner and Davies",P4724,5,4.6
SUP3473,"Fields, Perkins and Price",P2562,10,4.5
SUP3474,Leblanc LLC,P7646,19,2.9
SUP3475,Sparks-Shields,P8746,6,2.9
SUP3476,"Gregory, Dean and Smith",P7217,4,4.1
SUP3477,"Smith, Martinez and Gonzales",P9719,17,4.6
SUP3478,Rice-Harding,P452,2,2.6
SUP3479,"Jordan, Payne and Jackson",P1440,9,4.4
SUP3480,Carrillo-Rivers,P8051,20,3.8
SUP3481,"Lambert, Peters and Garcia",P1216,6,3.4
SUP3482,"Ford, Stanley and Johnston",P2271,19,4.0
SUP3483,Patrick and Sons,P2695,5,4.0
SUP3484,Mooney-Cohen,P877,13,5.0
SUP3485,Carrillo-Gonzales,P5447,13,4.4
SUP3486,Stewart Group,P664,9,4.4
SUP3487,"Nelson, Carey and Lopez",P8083,10,3.9
SUP3488,Clark Ltd,P7195,2,3.8
SUP3489,Davis Ltd,P3879,8,4.1
SUP3490,"Knox, Moore and Shaw",P9837,11,4.2
SUP3491,"Johnson, Higgins and Gonzalez",P9329,7,3.2
SUP3492,Martinez-Pearson,P8780,11,3.5
SUP3493,Wagner and Sons,P8255,9,3.1
SUP3494,"Alvarez, Cooper and Richardson",P4155,3,4.2
SUP3495,Baldwin-Johnson,P9993,17,5.0
SUP3496,"Martin, Walton and Glenn",P885,10,3.2
SUP3497,"Gaines, Davis and Shelton",P4241,14,3.6
SUP3498,"Davis, Silva and Tucker",P1895,7,4.7
SUP3499,Phillips-Keller,P7122,5,3.3
SUP3500,Heath PLC,P4380,4,4.1
SUP3501,Gonzalez and Sons,P7295,19,4.9
SUP3502,Harvey-Smith,P3932,11,4.6
SUP3503,Davis LLC,P673,16,5.0
SUP3504,Cochran-Johnson,P2712,8,4.0
SUP3505,Garcia-Miller,P4987,14,3.5
SUP3506,Sanders Inc,P516,14,4.6
SUP3507,"Smith, Vargas and Clark",P4627,3,4.3
SUP3508,Moore-Manning,P627,10,4.4
SUP3509,Walton-Molina,P9953,3,4.4
SUP3510,"Roach, Coleman and Boyd",P6168,8,3.3
SUP3511,"Cantu, Smith and Stone",P8345,6,3.0
SUP3512,Ball PLC,P4332,6,2.7
SUP3513,Caldwell-Russell,P1994,8,3.4
SUP3514,"Marshall, Maxwell and Gonzalez",P8851,13,3.7
SUP3515,Delgado Inc,P5182,4,3.5
SUP3516,Murphy-Robbins,P2288,15,3.8
SUP3517,Stewart Inc,P5154,16,4.5
SUP3518,"Rodriguez, Webb and Thomas",P7909,9,3.9
SUP3519,Hodge Inc,P5932,20,2.7
SUP3520,"Phillips, White and Barnes",P9283,16,3.0
SUP3521,"Owens, Romero and Mcdaniel",P4011,19,4.2
SUP3522,"Gray, Mcintosh and Costa",P8368,2,4.7
SUP3523,"Henry, Gonzalez and Moore",P3342,19,4.7
SUP3524,Garcia-Sexton,P9007,12,3.2
SUP3525,"Bell, Larsen and Ward",P7881,15,4.9
SUP3526,Little-Shah,P4234,2,4.6
SUP3527,Smith Group,P787,7,3.6
SUP3528,Baldwin-Mcgee,P3714,2,4.6
SUP3529,"Woods, Anderson and Stewart",P8918,16,4.8
SUP3530,"Scott, Elliott and Avila",P816,10,4.9
SUP3531,Hernandez Inc,P3378,3,2.9
SUP3532,"King, Harris and Bartlett",P5828,7,4.9
SUP3533,Walker and Sons,P1642,10,3.6
SUP3534,"Cole, Beard and Stephens",P8087,5,2.7
SUP3535,"Jackson, Foster and Lopez",P7994,20,4.1
SUP3536,Cummings-Cervantes,P5288,6,3.1
SUP3537,"Bean, Patterson and Vargas",P2716,20,4.5
SUP3538,Simpson Inc,P1084,5,2.7
SUP3539,Rodriguez PLC,P9676,20,3.8
SUP3540,Foster Group,P8913,17,4.1
SUP3541,"Martin, Leach and Ball",P4201,8,4.7
SUP3542,Jenkins PLC,P8988,4,3.0
SUP3543,"White, Baldwin and Butler",P6232,15,4.7
SUP3544,Washington PLC,P9840,6,2.7
SUP3545,Mcdonald and Sons,P7893,3,4.4
SUP3546,Rollins-Thomas,P7818,2,3.6
SUP3547,"Palmer, Browning and Orr",P4610,14,3.5
SUP3548,Vargas Ltd,P1618,17,4.6
SUP3549,White-Hooper,P8494,5,2.6
SUP3550,"Robinson, Burns and Johnson",P4781,16,4.2
SUP3551,"Dickerson, Blackwell and Lee",P7971,18,3.7
SUP3552,Andrews PLC,P9278,4,4.6
SUP3553,Patel Ltd,P6733,3,2.8
SUP3554,Carlson-Moore,P3949,5,3.5
SUP3555,Goodman and Sons,P3281,14,3.0
SUP3556,Kelley-Hoffman,P9279,16,3.4
SUP3557,Smith-Carter,P6535,5,4.4
SUP3558,Morris-Walker,P7604,15,3.3
SUP3559,Ray Inc,P3960,10,2.9
SUP3560,"Murphy, Harmon and Molina",P7476,17,3.1
SUP3561,Bishop-Schroeder,P8425,16,4.3
SUP3562,"Rosario, Jones and Diaz",P485,11,4.1
SUP3563,Ritter Inc,P517,7,2.8
SUP3564,Macias Ltd,P1869,19,3.4
SUP3565,Duke-Gomez,P1244,12,4.5
SUP3566,Moreno LLC,P7618,7,2.7
SUP3567,Marshall Ltd,P9878,5,4.8
SUP3568,"Berry, Brown and Villa",P9248,16,4.9
SUP3569,Smith PLC,P5201,18,3.3
SUP3570,Munoz-Williams,P8052,5,4.2
SUP3571,Williams Group,P3961,18,3.1
SUP3572,Mills-Rhodes,P8129,15,4.9
SUP3573,"Shaw, Perez and Joseph",P3027,17,4.6
SUP3574,"Hunter, Pena and Reyes",P4027,14,3.9
SUP3575,Phillips and Sons,P5979,7,4.3
SUP3576,Sweeney LLC,P2635,18,3.7
SUP3577,"Reynolds, Walter and Jones",P2131,12,2.8
SUP3578,Carroll Ltd,P3955,15,3.2
SUP3579,"Cobb, Ford and Park",P3420,14,3.4
SUP3580,Porter Inc,P1809,16,4.1
SUP3581,Thornton Inc,P3736,6,3.8
SUP3582,Martin PLC,P4809,20,2.9
SUP3583,"Smith, Kent and Waller",P7682,8,2.7
SUP3584,"Hayes, Hayes and Cobb",P7535,9,4.6
SUP3585,"Ortega, Cross and Reyes",P774,7,3.6
SUP3586,Pitts-Gutierrez,P5857,2,3.9
SUP3587,Beck and Sons,P6498,15,4.0
SUP3588,"Montgomery, Ramos and James",P6826,12,4.3
SUP3589,"Leach, Carson and Wiggins",P9146,20,2.7
SUP3590,Kane and Sons,P5684,6,5.0
SUP3591,"Olson, Irwin and Rojas",P992,6,3.8
SUP3592,Mcgrath Group,P3299,8,3.0
SUP3593,"Johnson, Fox and Pierce",P1243,13,4.3
SUP3594,"Moore, Castillo and Smith",P3355,18,4.5
SUP3595,"Thompson, Ross and Jacobs",P6595,2,4.5
SUP3596,"Sharp, Thornton and Crosby",P5789,9,3.7
SUP3597,Garcia Group,P2677,6,4.4
SUP3598,"Morgan, Anderson and Carter",P4728,14,3.3
SUP3599,Smith-Valdez,P3351,10,3.3
SUP3600,"Smith, Alexander and Adkins",P7695,2,3.4
SUP3601,"Ware, Gilbert and Mcdaniel",P8281,9,5.0
SUP3602,Keller-Thomas,P1613,11,3.4
SUP3603,"Harris, Holmes and Owens",P8431,15,3.0
SUP3604,"Gibson, Knight and Vargas",P2563,18,5.0
SUP3605,Scott-Rodriguez,P9995,12,3.1
SUP3606,"Miller, Hernandez and Castro",P6948,4,2.5
SUP3607,"Campbell, Wagner and Vaughan",P9347,12,3.1
SUP3608,"Garcia, Coleman and Stewart",P2597,19,4.0
SUP3609,"Perkins, Martinez and Fisher",P5967,8,4.6
SUP3610,Smith LLC,P3601,13,3.2
SUP3611,"Nichols, Olson and Dorsey",P8380,6,3.8
SUP3612,Turner-Wallace,P2100,12,3.0
SUP3613,"Garrett, Ellis and Underwood",P7865,8,4.0
SUP3614,Glenn-Gardner,P6028,3,3.5
SUP3615,Copeland-Scott,P4888,20,4.8
SUP3616,"Koch, Orr and Ingram",P1917,14,4.0
SUP3617,Green and Sons,P8958,13,4.1
SUP3618,Peterson Ltd,P6935,18,4.1
SUP3619,Mitchell-Hurst,P8291,8,3.3
SUP3620,"Powell, Ruiz and Ortiz",P4354,14,2.7
SUP3621,Garcia Group,P6742,2,4.2
SUP3622,"Smith, Macdonald and Palmer",P6445,11,4.6
SUP3623,"Gregory, Lyons and Rivera",P8705,9,3.9
SUP3624,"Henry, Byrd and Valdez",P7594,19,3.1
SUP3625,Dixon-Eaton,P7992,3,4.8
SUP3626,Stevens-English,P4556,5,4.8
SUP3627,"Smith, Garcia and Davila",P3729,19,4.1
SUP3628,Macias PLC,P4333,3,3.2
SUP3629,Wood-Johnson,P4678,7,4.3
SUP3630,Howard Inc,P658,10,3.7
SUP3631,"Collins, Hughes and Smith",P7552,17,3.5
SUP3632,Elliott-Brown,P629,15,3.6
SUP3633,Sandoval-Joseph,P5497,18,3.2
SUP3634,"Keller, Snyder and Johnson",P415,14,4.6
SUP3635,Wood-Strickland,P4974,18,4.3
SUP3636,Bailey Ltd,P9953,20,3.9
SUP3637,Clark-Johnson,P45,15,3.0
SUP3638,"Carlson, Wood and Hartman",P9278,16,3.5
SUP3639,"Morrow, Graham and Case",P6659,18,4.5
SUP3640,Liu and Sons,P2325,17,3.0
SUP3641,"Smith, Bush and Davies",P9261,11,3.5
SUP3642,Terrell Inc,P4445,14,4.0
SUP3643,Garcia-Valencia,P6055,17,3.2
SUP3644,"Richmond, Martin and Singh",P795,11,2.6
SUP3645,"Lowe, Santiago and Schwartz",P3717,5,3.3
SUP3646,"Herrera, Brown and Ho",P1978,8,3.1
SUP3647,Rodriguez Ltd,P7886,8,3.2
SUP3648,Gonzalez PLC,P1289,6,3.2
SUP3649,Little Inc,P4248,10,3.3
SUP3650,Garcia LLC,P1336,8,3.6
SUP3651,Trevino-Hines,P1504,6,4.4
SUP3652,"Rice, Rodriguez and Harding",P3225,8,3.1
SUP3653,Franklin-Sawyer,P9923,18,3.2
SUP3654,Rodriguez-Neal,P1500,12,4.7
SUP3655,Patrick-Gonzalez,P2787,7,4.2
SUP3656,"Tate, Santos and Weiss",P3776,20,2.8
SUP3657,Ellis PLC,P6432,15,3.0
SUP3658,Smith LLC,P2909,8,3.5
SUP3659,Shelton and Sons,P5688,11,4.9
SUP3660,"Fletcher, Griffith and Williams",P1117,16,3.2
SUP3661,Banks and Sons,P1350,19,2.8
SUP3662,Webb-Weiss,P1674,6,2.6
SUP3663,"Davis, Hull and Richardson",P3540,10,3.0
SUP3664,Meyer-Higgins,P3904,8,3.2
SUP3665,"Wilson, Hill and Torres",P9893,12,4.2
SUP3666,Padilla-Terry,P2790,5,3.1
SUP3667,"Evans, Gay and Austin",P557,4,3.0
SUP3668,Brown-Olson,P8536,19,2.9
SUP3669,Lee Ltd,P171,20,4.4
SUP3670,Phelps-Taylor,P4604,2,4.4
SUP3671,"Scott, Sanders and Galvan",P9640,16,3.2
SUP3672,"Christensen, Owen and Douglas",P3844,7,2.8
SUP3673,Hopkins-Ellis,P289,13,4.5
SUP3674,"Conrad, White and Lambert",P2355,3,3.1
SUP3675,Thompson and Sons,P7242,14,4.6
SUP3676,Davis-Smith,P1257,5,2.8
SUP3677,Torres Inc,P1191,19,4.0
SUP3678,Jimenez-Wise,P5537,10,4.6
SUP3679,Mercer-Smith,P8850,5,4.3
SUP3680,"Hudson, Pittman and Davis",P6672,8,3.8
SUP3681,"Giles, Figueroa and Mcdonald",P8711,6,3.1
SUP3682,Smith Ltd,P7723,3,3.3
SUP3683,Campbell-Beck,P8869,5,4.8
SUP3684,Dickson-Hall,P1903,5,3.1
SUP3685,Lewis-Lee,P6867,8,4.9
SUP3686,"Patrick, Hoover and Murphy",P560,6,4.4
SUP3687,Barajas and Sons,P1065,16,2.5
SUP3688,Johnston Inc,P9379,17,3.0
SUP3689,Hunt LLC,P8597,18,3.8
SUP3690,"Gray, Alvarez and Hess",P5165,4,3.9
SUP3691,Stephens Inc,P2265,18,3.2
SUP3692,Jenkins Group,P1740,13,3.7
SUP3693,Schwartz-Morris,P6960,8,5.0
SUP3694,Washington and Sons,P1313,19,4.5
SUP3695,"Montgomery, Phillips and Gutierrez",P3570,14,4.8
SUP3696,"Mathis, Scott and Peters",P9807,3,4.2
SUP3697,Dean-Smith,P9234,7,2.9
SUP3698,Bishop-Nelson,P4629,6,3.8
SUP3699,Greene-Johnson,P25,19,4.2
SUP3700,Sawyer Inc,P6959,5,4.3
SUP3701,Patrick Group,P5693,10,4.8
SUP3702,Miller and Sons,P5231,2,4.4
SUP3703,"Hernandez, Ayers and Bullock",P3065,18,4.2
SUP3704,"Moreno, Cole and Morris",P7664,16,3.6
SUP3705,Garcia-Whitaker,P6240,10,4.4
SUP3706,Fuentes Ltd,P7929,7,2.6
SUP3707,"Perez, Bailey and Henderson",P3677,20,4.7
SUP3708,Wilson LLC,P6950,5,4.4
SUP3709,Clark PLC,P9747,19,4.7
SUP3710,White-Robles,P290,19,4.2
SUP3711,"Peterson, Williams and Walsh",P423,13,4.1
SUP3712,White PLC,P7634,4,4.9
SUP3713,"Perry, Cameron and Hunt",P4833,17,4.7
SUP3714,Miller-Thompson,P231,3,3.7
SUP3715,Hays Ltd,P2416,20,3.5
SUP3716,"Hicks, Simpson and Turner",P249,6,4.3
SUP3717,Taylor-Anderson,P2899,11,2.8
SUP3718,White LLC,P5945,5,3.0
SUP3719,Raymond Inc,P2294,20,4.5
SUP3720,"Perez, Parsons and Gentry",P1345,12,2.7
SUP3721,Jones Inc,P2607,17,3.1
SUP3722,"Rojas, Clements and Johnson",P4091,10,2.9
SUP3723,Hernandez-Roberts,P660,7,4.1
SUP3724,"Moore, Boyd and Wood",P5272,5,2.7
SUP3725,Hardy LLC,P7124,13,2.9
SUP3726,"Cole, Sandoval and Marks",P4219,16,2.5
SUP3727,"Cervantes, Harper and Douglas",P9745,6,3.1
SUP3728,"Juarez, Lee and Thomas",P2105,16,3.4
SUP3729,Boyd Inc,P3122,15,4.1
SUP3730,Gonzalez Ltd,P1640,5,4.4
SUP3731,Kirby Group,P3486,6,5.0
SUP3732,Green-Sosa,P9795,6,3.6
SUP3733,"Weaver, Copeland and Davis",P3951,11,3.1
SUP3734,Ross-Calderon,P6221,3,3.3
SUP3735,"Kelly, Klein and Pittman",P5698,6,4.8
