inventory_id,product_id,warehouse_id,stock_quantity,reorder_level,safety_stock,damaged_stock,last_updated
I2693,P7755,W1133,135,36,22,16,2025-09-07
I2694,P1477,W9782,803,137,41,12,2025-07-28
I2695,P483,W4374,478,117,93,0,2025-11-23
I2696,P2789,W250,468,186,24,0,2025-08-07
I2697,P6109,W4811,760,124,20,2,2025-10-08
I2698,P5221,W3757,36,104,29,10,2025-07-02
I2699,P1323,W5056,675,115,78,4,2026-03-30
I2700,P5032,W6594,719,110,65,13,2025-10-09
I2701,P314,W401,792,42,35,12,2026-04-16
I2702,P8885,W5375,565,56,91,14,2026-01-02
I2703,P2681,W6619,439,56,43,16,2026-05-09
I2704,P9622,W7508,386,86,49,2,2026-03-03
I2705,P6013,W4621,236,154,77,6,2026-01-21
I2706,P439,W8815,935,15,48,16,2025-05-29
I2707,P4046,W3964,761,177,70,8,2026-01-05
I2708,P2413,W1711,361,158,11,15,2025-06-22
I2709,P3850,W6231,195,97,61,6,2026-02-13
I2710,P5173,W3681,477,152,7,1,2025-10-26
I2711,P6693,W2703,17,161,40,13,2026-05-28
I2712,P3487,W8440,766,134,37,16,2025-11-26
I2713,P6319,W5185,70,124,69,13,2025-10-08
I2714,P2743,W2543,122,183,83,7,2025-12-09
I2715,P6888,W6809,719,20,83,19,2026-03-09
I2716,P300,W5412,91,72,58,5,2026-03-03
I2717,P5453,W6987,85,130,36,17,2025-10-27
I2718,P3851,W4886,488,193,57,18,2026-05-02
I2719,P9446,W3321,769,100,65,1,2025-12-04
I2720,P3461,W9500,798,154,39,2,2025-12-04
I2721,P7581,W7353,798,15,35,19,2025-09-20
I2722,P5594,W6701,961,90,66,13,2025-10-02
I2723,P3694,W6855,676,135,10,2,2025-10-22
I2724,P2081,W6430,263,152,56,3,2026-04-29
I2725,P3311,W2570,270,154,50,8,2025-07-29
I2726,P7026,W842,942,164,28,17,2025-10-03
I2727,P6364,W6703,718,196,56,4,2026-01-12
I2728,P7524,W7773,567,44,100,11,2025-09-22
I2729,P4478,W3624,836,85,26,17,2025-12-25
I2730,P1988,W5805,597,190,77,20,2025-10-16
I2731,P8266,W4712,399,53,39,13,2026-01-08
I2732,P584,W3254,649,131,89,17,2026-04-09
I2733,P2675,W5374,281,71,22,2,2025-09-27
I2734,P2437,W5461,414,91,24,14,2025-08-02
I2735,P8604,W8133,658,169,91,3,2026-04-12
I2736,P9912,W2730,645,43,39,7,2025-06-12
I2737,P5759,W6840,911,51,82,1,2026-04-03
I2738,P5687,W9780,505,120,36,19,2026-03-13
I2739,P8762,W8225,394,53,5,20,2025-08-23
I2740,P1908,W2,585,121,12,1,2025-08-17
I2741,P2505,W571,219,198,76,4,2025-11-21
I2742,P5375,W5673,411,93,20,10,2025-11-26
I2743,P7703,W2416,838,87,47,17,2026-02-03
I2744,P2551,W8675,528,30,60,3,2026-03-17
I2745,P3990,W1624,447,137,44,13,2025-06-03
I2746,P919,W7115,242,189,86,20,2025-07-23
I2747,P5600,W8559,949,68,72,1,2026-03-06
I2748,P4735,W5444,925,38,19,15,2025-12-04
I2749,P494,W6218,882,21,91,17,2025-12-18
I2750,P2501,W292,482,60,26,3,2026-02-07
I2751,P6126,W8516,267,118,63,5,2025-09-03
I2752,P3464,W7798,886,66,50,3,2026-05-17
I2753,P1925,W1104,900,21,61,17,2026-04-11
I2754,P3786,W7078,586,121,52,19,2025-10-06
I2755,P2679,W6619,85,170,34,13,2026-05-03
I2756,P856,W9601,449,21,47,16,2026-02-07
I2757,P8031,W5663,571,165,43,19,2025-12-18
I2758,P9131,W9269,115,96,44,5,2026-05-18
I2759,P9474,W1610,243,30,43,9,2025-07-05
I2760,P726,W8258,759,135,13,19,2025-12-13
I2761,P9070,W5250,909,169,37,11,2025-08-25
I2762,P3787,W7355,769,39,25,10,2025-06-06
I2763,P5216,W5803,538,68,94,13,2026-02-28
I2764,P8455,W5673,337,20,83,6,2026-01-27
I2765,P8514,W3649,205,48,45,2,2026-01-20
I2766,P3069,W1321,883,45,65,9,2026-05-07
I2767,P8727,W3588,805,56,38,8,2025-07-25
I2768,P9167,W1320,454,185,90,6,2026-02-04
I2769,P7480,W3344,308,134,88,17,2025-09-14
I2770,P8268,W4527,461,30,51,16,2026-03-31
I2771,P9607,W8182,799,34,11,9,2025-12-01
I2772,P9000,W9638,696,69,94,0,2025-08-28
I2773,P7267,W6466,93,124,41,16,2026-01-16
I2774,P2529,W3219,273,86,69,8,2025-11-04
I2775,P674,W8910,538,183,35,1,2025-11-16
I2776,P9204,W7204,74,20,42,13,2025-07-25
I2777,P8171,W1905,570,91,71,19,2026-03-10
I2778,P4057,W9881,649,180,14,15,2025-07-29
I2779,P9783,W6856,947,158,11,13,2025-08-26
I2780,P9330,W3542,448,179,58,2,2025-08-12
I2781,P2830,W5393,575,83,13,14,2025-08-23
I2782,P7008,W9702,821,106,37,0,2025-11-12
I2783,P4758,W3626,47,86,50,9,2025-06-05
I2784,P6758,W6371,156,74,86,8,2025-12-12
I2785,P3839,W3780,508,16,39,13,2026-03-30
I2786,P359,W173,713,174,59,15,2025-11-20
I2787,P2526,W5431,590,188,69,8,2025-12-29
I2788,P4809,W4483,920,166,45,3,2025-11-01
I2789,P2000,W7959,533,176,19,3,2025-11-28
I2790,P6538,W2794,252,188,76,11,2025-11-29
I2791,P8082,W7758,647,196,33,1,2026-01-25
I2792,P895,W7665,183,197,82,11,2025-06-26
I2793,P9522,W8732,213,41,81,7,2026-03-22
I2794,P1003,W1480,973,108,68,9,2026-04-23
I2795,P4159,W216,146,185,44,16,2025-09-22
I2796,P3921,W2037,668,113,39,17,2026-04-07
I2797,P3434,W9113,687,86,89,3,2026-02-05
I2798,P9079,W8050,153,31,69,11,2026-04-02
I2799,P9315,W6572,366,81,17,16,2025-06-01
I2800,P4315,W2253,866,141,8,12,2025-06-09
I2801,P4407,W2891,230,33,34,10,2025-07-09
I2802,P2682,W9192,558,87,21,0,2025-08-15
I2803,P3746,W4230,96,177,39,5,2026-02-01
I2804,P1299,W9898,477,112,88,4,2025-09-04
I2805,P570,W5493,748,89,36,1,2025-10-07
I2806,P9421,W5380,604,103,39,2,2025-07-18
I2807,P7080,W943,264,117,10,3,2025-07-16
I2808,P6044,W5122,829,200,32,11,2025-11-24
I2809,P1455,W6482,845,148,78,0,2025-08-15
I2810,P6490,W5712,934,102,71,4,2026-02-15
I2811,P3123,W2062,467,143,91,9,2025-07-01
I2812,P3544,W9794,223,24,54,12,2025-10-21
I2813,P3704,W3110,924,186,7,19,2025-11-16
I2814,P9220,W9215,176,198,50,8,2025-07-15
I2815,P9269,W735,922,96,16,13,2025-07-26
I2816,P6443,W6807,511,136,52,19,2025-12-02
I2817,P8404,W5350,815,28,7,11,2025-12-28
I2818,P661,W5236,107,31,54,16,2025-09-22
I2819,P2351,W3267,463,14,10,7,2026-01-24
I2820,P7971,W3573,408,11,45,4,2025-06-29
I2821,P2666,W2938,389,80,87,18,2026-05-01
I2822,P7935,W6741,34,24,9,0,2025-07-29
I2823,P9463,W3450,96,47,28,4,2025-11-28
I2824,P9194,W5688,527,14,60,13,2026-02-03
I2825,P1275,W357,828,128,22,7,2026-01-03
I2826,P2406,W4762,287,128,86,9,2026-04-03
I2827,P2511,W6025,353,22,16,10,2025-09-16
I2828,P3595,W7421,9,28,21,5,2025-07-17
I2829,P9636,W2518,368,120,52,0,2026-03-29
I2830,P5698,W327,611,22,42,2,2026-01-27
I2831,P2782,W8402,665,150,66,15,2025-09-07
I2832,P7703,W3282,731,117,10,3,2025-06-27
I2833,P1534,W4952,559,82,60,1,2026-03-06
I2834,P7159,W5891,208,131,7,12,2026-05-12
I2835,P8266,W30,547,116,41,11,2025-08-09
I2836,P9473,W3981,87,32,12,15,2025-07-04
I2837,P8291,W9883,770,136,99,13,2025-12-10
I2838,P9946,W6060,312,37,26,12,2026-03-13
I2839,P3606,W7874,920,160,64,19,2025-11-29
I2840,P2919,W5582,471,179,63,18,2025-07-27
I2841,P9788,W8189,870,88,94,16,2025-08-09
I2842,P3923,W5492,156,109,45,7,2025-08-08
I2843,P3221,W5458,463,140,96,0,2026-02-16
I2844,P8050,W1576,604,60,78,6,2025-12-06
I2845,P6235,W5617,934,23,57,11,2025-07-10
I2846,P3640,W6729,841,196,97,5,2025-08-30
I2847,P2963,W6353,639,100,8,17,2026-03-28
I2848,P2459,W8700,716,188,94,1,2025-06-03
I2849,P8154,W4848,505,11,39,7,2025-07-09
I2850,P3480,W8790,886,65,75,7,2025-07-31
I2851,P9678,W3466,508,180,27,7,2026-04-03
I2852,P7127,W8842,910,153,81,0,2025-06-12
I2853,P9833,W3712,861,163,49,15,2026-03-24
I2854,P3028,W5726,162,106,34,10,2025-12-13
I2855,P9885,W7893,991,13,80,0,2025-09-11
I2856,P588,W5629,401,73,36,11,2025-09-02
I2857,P9882,W9891,257,88,53,9,2025-06-18
I2858,P7140,W4370,82,21,45,19,2026-03-12
I2859,P1116,W4650,222,121,67,2,2025-07-11
I2860,P3477,W7199,729,20,83,9,2026-02-23
I2861,P7867,W6113,625,64,71,0,2025-12-26
I2862,P2053,W7204,341,11,14,5,2025-07-22
I2863,P3387,W5632,95,189,19,20,2025-08-03
I2864,P17,W9828,984,51,38,4,2025-07-07
I2865,P8308,W128,328,138,49,7,2026-02-19
I2866,P7885,W1114,258,33,10,12,2026-03-25
I2867,P680,W9044,291,92,47,15,2026-04-05
I2868,P2010,W5712,293,146,73,14,2026-05-05
I2869,P8941,W995,748,193,75,4,2026-04-18
I2870,P3210,W9832,400,136,56,17,2026-04-28
I2871,P5968,W7252,221,170,35,18,2025-08-27
I2872,P5913,W1954,256,23,98,8,2026-01-25
I2873,P4564,W7616,457,150,67,0,2026-01-10
I2874,P3753,W3548,923,164,87,20,2026-04-27
I2875,P1845,W2441,496,198,59,17,2026-04-15
I2876,P6538,W9404,945,160,79,3,2025-11-10
I2877,P8399,W4375,852,77,40,18,2026-01-23
I2878,P7008,W1138,343,148,93,1,2026-04-27
I2879,P9373,W8855,890,20,83,9,2025-07-25
I2880,P6347,W5136,808,161,73,12,2025-12-15
I2881,P851,W1418,203,42,10,16,2025-07-24
I2882,P3904,W276,190,195,81,19,2026-03-23
I2883,P5135,W4191,102,143,76,19,2025-08-29
I2884,P2356,W5372,48,168,93,11,2026-04-08
I2885,P7509,W4335,891,35,19,17,2025-08-03
I2886,P7279,W4959,623,120,20,1,2026-01-04
I2887,P2377,W3270,641,99,15,17,2025-11-17
I2888,P211,W6699,827,117,44,7,2025-06-17
I2889,P5183,W8015,851,137,83,15,2026-01-13
I2890,P8408,W6309,553,16,51,4,2026-02-02
I2891,P1104,W1387,10,112,50,20,2026-03-24
I2892,P4875,W8114,282,36,48,18,2026-03-31
I2893,P772,W885,578,143,30,8,2025-07-17
I2894,P1260,W1852,781,168,19,11,2025-10-28
I2895,P1188,W4981,646,118,99,4,2025-12-23
I2896,P4056,W9090,689,136,95,17,2026-03-23
I2897,P2591,W2358,986,37,80,10,2025-12-22
I2898,P2816,W8760,200,142,92,5,2025-10-16
I2899,P9631,W6591,369,164,66,5,2025-12-07
I2900,P3581,W3862,662,157,72,3,2026-02-18
I2901,P7582,W7480,16,88,27,0,2026-03-21
I2902,P2853,W1289,419,148,14,5,2026-02-22
I2903,P5056,W3557,898,10,98,2,2026-04-15
I2904,P8775,W992,7,145,29,11,2026-05-19
I2905,P3014,W5952,879,124,25,14,2025-11-22
I2906,P8164,W8044,688,195,5,14,2026-03-27
I2907,P2581,W5578,129,158,49,15,2025-09-26
I2908,P7477,W9237,128,20,89,18,2025-07-12
I2909,P8773,W1689,253,137,20,10,2025-06-05
I2910,P7068,W7641,161,116,60,1,2025-08-31
I2911,P9748,W9490,589,120,56,19,2025-10-28
I2912,P6040,W9215,604,45,73,12,2025-11-04
I2913,P84,W894,128,193,99,1,2026-03-02
I2914,P6783,W8088,956,56,23,3,2025-11-03
I2915,P6429,W9669,81,14,97,10,2025-06-26
I2916,P9763,W1116,750,184,71,17,2025-07-26
I2917,P5109,W6474,921,84,21,19,2025-11-23
I2918,P7169,W857,852,146,87,7,2025-08-03
I2919,P2353,W861,611,36,51,16,2025-09-11
I2920,P5861,W9047,962,128,15,16,2026-02-02
I2921,P2315,W7785,24,66,68,10,2025-08-29
I2922,P8680,W5787,503,87,96,18,2026-01-27
I2923,P1019,W9609,227,198,73,11,2025-06-12
I2924,P5486,W4044,795,54,91,20,2026-04-27
I2925,P9338,W8471,759,133,94,20,2025-08-17
I2926,P7162,W372,749,173,51,7,2025-08-05
I2927,P3384,W9817,833,89,31,19,2025-09-04
I2928,P5319,W9653,216,177,20,8,2026-03-12
I2929,P3521,W5671,938,10,92,8,2026-05-26
I2930,P9428,W379,618,88,50,20,2025-07-28
I2931,P7616,W3786,138,40,88,1,2026-03-09
I2932,P662,W1978,63,153,50,9,2026-05-16
I2933,P4339,W3017,98,150,63,9,2025-09-04
I2934,P9579,W6799,909,34,48,17,2025-08-23
I2935,P7963,W1703,642,191,61,12,2026-01-14
I2936,P9010,W1460,441,99,87,6,2026-01-05
I2937,P7564,W9911,694,180,55,3,2026-02-24
I2938,P9901,W8711,714,28,44,12,2025-12-10
I2939,P1777,W5677,355,28,13,4,2026-03-14
I2940,P2211,W3858,556,94,56,11,2025-08-05
I2941,P123,W5465,814,157,81,5,2025-05-29
I2942,P3901,W6011,487,121,21,8,2026-02-22
I2943,P6872,W5404,27,167,54,10,2025-09-07
I2944,P2577,W7738,134,105,94,16,2025-11-04
I2945,P5501,W494,239,22,55,15,2025-07-27
I2946,P4701,W8159,615,46,75,20,2025-08-29
I2947,P5261,W2815,905,181,22,1,2025-06-10
I2948,P9381,W1424,525,20,71,19,2025-11-07
I2949,P712,W1447,579,80,43,0,2026-01-02
I2950,P1332,W4255,489,103,61,2,2025-09-16
I2951,P9478,W1587,315,78,56,18,2025-07-01
I2952,P6919,W3272,583,19,43,8,2026-01-11
I2953,P3183,W794,185,142,85,8,2025-08-28
I2954,P2017,W9514,588,33,28,11,2026-01-29
I2955,P7587,W7657,483,55,81,16,2025-12-16
I2956,P2509,W8796,159,117,53,15,2025-05-29
I2957,P4304,W5449,261,75,54,6,2025-06-08
I2958,P6906,W6249,338,79,54,17,2025-10-31
I2959,P1487,W8309,529,172,14,2,2026-05-12
I2960,P7107,W8642,719,127,7,1,2025-11-20
I2961,P6187,W8812,525,121,35,6,2025-08-14
I2962,P1934,W980,626,40,13,9,2026-05-10
I2963,P9716,W6333,582,89,52,0,2025-09-21
I2964,P5619,W8028,671,56,70,4,2026-02-20
I2965,P8854,W4784,773,195,47,15,2025-10-17
I2966,P9430,W7786,209,188,14,5,2025-08-09
I2967,P1563,W301,987,189,10,12,2026-05-09
I2968,P9575,W8853,938,46,75,6,2025-08-17
I2969,P5931,W9271,483,78,29,9,2025-06-26
I2970,P3142,W987,694,191,23,8,2026-05-04
I2971,P9183,W1890,611,141,25,13,2026-05-03
I2972,P9155,W514,280,149,33,11,2025-09-08
I2973,P3115,W6935,375,77,63,18,2025-06-24
I2974,P1812,W383,420,27,16,20,2025-11-01
I2975,P6505,W1309,331,135,86,8,2025-12-10
I2976,P3299,W3342,701,199,71,19,2025-11-12
I2977,P7180,W4002,341,98,57,5,2025-06-04
I2978,P5235,W9812,274,65,33,19,2026-01-26
I2979,P1283,W7970,723,101,25,10,2025-09-23
I2980,P7672,W3426,916,153,71,1,2026-01-17
I2981,P8948,W8749,525,14,51,14,2025-08-24
I2982,P9461,W1696,17,70,96,9,2025-10-14
I2983,P5597,W1498,985,83,20,0,2025-08-07
I2984,P8854,W3366,247,194,38,18,2025-09-19
I2985,P4135,W6571,780,23,34,20,2025-11-19
I2986,P9938,W2509,176,29,70,18,2026-02-27
I2987,P578,W7277,800,193,95,8,2025-07-31
I2988,P2999,W8637,124,56,26,14,2025-12-16
I2989,P9468,W4644,445,62,90,1,2026-04-12
I2990,P3055,W6774,161,126,100,10,2026-01-30
I2991,P6465,W4428,714,50,62,5,2025-08-01
I2992,P7332,W1356,105,24,66,19,2025-06-15
I2993,P1099,W2154,971,151,19,15,2025-06-01
I2994,P8321,W3977,636,146,96,10,2025-12-03
I2995,P4755,W4803,565,65,27,3,2025-09-08
I2996,P1496,W2832,553,143,36,8,2025-11-05
I2997,P6184,W3280,312,164,53,13,2025-08-12
I2998,P3071,W3944,470,135,73,15,2025-12-31
I2999,P8100,W1059,446,102,93,15,2025-05-28
I3000,P8699,W6690,72,31,20,4,2025-06-17
I3001,P4965,W9893,685,118,25,9,2026-03-25
I3002,P4810,W4197,41,185,57,11,2025-08-16
I3003,P727,W3885,520,72,5,0,2025-05-31
I3004,P4246,W9609,211,29,63,7,2025-11-10
I3005,P3063,W5421,364,174,77,12,2026-05-09
I3006,P9662,W1826,286,64,67,6,2026-04-16
I3007,P1484,W2105,200,53,12,12,2025-10-30
I3008,P328,W6745,746,110,11,7,2026-01-12
I3009,P572,W418,658,136,80,11,2025-10-22
I3010,P6771,W3224,653,173,19,12,2026-01-25
I3011,P1702,W7932,610,65,72,4,2026-02-23
I3012,P6774,W7444,770,188,89,19,2025-08-08
I3013,P7219,W4551,816,106,5,11,2026-02-27
I3014,P5146,W5955,261,167,48,14,2025-07-03
I3015,P1078,W2594,960,93,44,14,2026-02-09
I3016,P8614,W2481,627,126,85,15,2025-08-04
I3017,P6858,W1093,824,116,94,6,2025-05-28
I3018,P5036,W8565,989,29,55,15,2025-08-28
I3019,P5982,W7569,279,122,89,0,2025-09-08
I3020,P4922,W6649,997,98,55,19,2025-10-04
I3021,P2123,W6534,634,26,61,13,2025-07-11
I3022,P5437,W9973,582,82,87,4,2025-06-26
I3023,P8255,W2252,547,110,49,5,2026-02-08
I3024,P9508,W7683,206,149,68,4,2025-12-13
I3025,P2240,W7427,638,122,50,15,2026-03-12
I3026,P6243,W2859,803,155,35,12,2026-03-02
I3027,P3192,W4256,360,51,99,5,2026-01-23
I3028,P39,W1248,492,133,26,5,2026-03-23
I3029,P2922,W2943,142,13,89,20,2026-02-14
I3030,P1097,W3435,869,171,88,4,2025-08-24
I3031,P3049,W4087,222,154,13,5,2025-11-30
I3032,P8037,W6607,441,52,50,7,2025-06-11
I3033,P5911,W3609,336,140,13,0,2026-04-07
I3034,P2510,W8551,149,166,99,4,2026-04-25
I3035,P5520,W3885,584,169,12,1,2026-02-28
I3036,P6485,W6963,298,27,48,3,2025-07-12
I3037,P3917,W5973,524,25,69,17,2026-01-24
I3038,P6414,W6095,387,117,45,6,2026-04-28
I3039,P6972,W900,426,94,10,14,2026-05-22
I3040,P4569,W16,91,132,32,13,2025-09-16
I3041,P3979,W9189,262,122,90,14,2026-01-07
I3042,P9287,W7272,548,200,41,6,2025-12-02
I3043,P6983,W7886,574,56,60,7,2026-05-02
I3044,P3081,W9744,419,63,33,14,2025-11-26
I3045,P8945,W3276,585,122,91,10,2025-09-21
I3046,P4390,W9053,92,32,93,7,2026-04-14
I3047,P8880,W2313,254,177,22,4,2025-10-24
I3048,P2667,W6157,966,103,42,3,2025-12-16
I3049,P6547,W1493,972,143,23,12,2025-12-01
I3050,P5887,W9462,291,55,85,19,2025-08-16
I3051,P339,W9232,900,134,35,2,2025-10-25
I3052,P1508,W9777,897,180,82,7,2025-07-10
I3053,P7736,W4053,942,64,80,6,2026-05-16
I3054,P4942,W9180,864,195,66,8,2025-10-29
I3055,P7478,W8168,131,138,35,17,2026-02-25
I3056,P7496,W701,211,119,31,3,2025-11-04
I3057,P6591,W799,97,49,52,10,2026-04-29
I3058,P7895,W57,842,75,29,2,2025-12-20
I3059,P9948,W9850,187,63,81,20,2025-09-20
I3060,P9209,W1835,394,91,91,6,2026-05-05
I3061,P698,W9471,706,123,21,14,2025-07-02
I3062,P1645,W4975,602,16,63,13,2026-01-21
I3063,P8891,W8209,240,38,45,1,2025-10-04
I3064,P1523,W9790,785,130,38,2,2025-07-12
I3065,P1248,W877,434,195,55,9,2026-03-06
I3066,P635,W791,296,170,18,9,2025-10-01
I3067,P8224,W9050,108,200,40,1,2026-05-02
I3068,P3680,W5393,531,51,37,20,2025-11-04
I3069,P5972,W3625,626,52,88,1,2026-03-22
I3070,P3756,W6897,244,186,54,13,2025-11-27
I3071,P9306,W1066,851,109,69,19,2025-07-19
I3072,P9984,W8376,612,191,68,17,2026-05-05
I3073,P583,W9713,336,74,78,1,2025-09-28
I3074,P3608,W7795,162,195,44,5,2026-04-29
I3075,P4626,W7119,520,58,95,7,2025-12-09
I3076,P2786,W6039,78,140,20,13,2025-10-24
I3077,P6035,W876,759,193,54,10,2025-07-10
I3078,P7108,W5315,755,189,18,17,2026-04-23
I3079,P3013,W2751,117,75,74,15,2025-10-06
I3080,P3393,W2930,467,78,45,17,2025-07-22
I3081,P7659,W8544,470,141,23,18,2025-11-07
I3082,P8595,W7645,322,54,79,13,2025-11-10
I3083,P1113,W8787,843,73,8,8,2026-05-21
I3084,P6732,W7323,73,143,62,6,2026-02-22
I3085,P8719,W2246,225,50,49,3,2026-04-29
I3086,P2117,W27,108,151,98,13,2026-03-30
I3087,P8455,W7076,283,168,93,18,2025-06-27
I3088,P5721,W973,286,148,29,19,2025-06-27
I3089,P2907,W8840,53,128,45,11,2025-07-02
I3090,P9108,W1666,187,26,20,0,2025-08-27
I3091,P2922,W8622,705,118,75,12,2025-11-11
I3092,P6872,W8893,292,81,28,9,2025-05-28
I3093,P4213,W2940,625,155,24,19,2025-08-14
I3094,P3739,W1878,848,184,14,2,2025-08-04
I3095,P3753,W8429,467,195,82,11,2026-05-13
I3096,P6703,W5830,725,128,77,0,2025-08-26
I3097,P4746,W2276,679,53,18,0,2026-02-23
I3098,P2597,W6763,486,107,47,2,2026-05-21
I3099,P7983,W3929,710,26,29,18,2026-01-14
I3100,P6677,W804,115,155,24,1,2025-10-01
I3101,P841,W2122,849,100,57,4,2025-09-22
I3102,P2584,W4693,143,84,93,1,2025-10-21
I3103,P7514,W249,518,13,44,2,2025-12-05
I3104,P8325,W9480,559,140,24,7,2025-05-30
I3105,P171,W1449,616,158,24,7,2025-12-03
I3106,P2340,W5133,764,107,60,18,2025-11-12
I3107,P3681,W4971,399,80,94,18,2025-09-16
I3108,P4078,W6229,859,156,26,4,2026-05-02
I3109,P2812,W2195,697,21,59,7,2025-10-19
I3110,P575,W1877,79,20,86,7,2025-08-22
I3111,P6367,W2507,289,127,28,6,2026-04-07
I3112,P9445,W4669,295,146,63,12,2025-09-26
I3113,P1747,W3329,256,53,82,14,2025-12-08
I3114,P4904,W943,844,114,17,7,2026-03-26
I3115,P4185,W6876,226,120,72,16,2026-04-27
I3116,P1899,W2364,44,174,34,14,2025-11-27
I3117,P6605,W9628,45,166,26,18,2026-03-09
I3118,P1790,W624,268,176,45,9,2025-10-11
I3119,P2912,W8207,823,127,48,17,2025-12-14
I3120,P8446,W5583,949,15,51,11,2025-12-24
I3121,P4799,W9444,123,55,78,1,2026-01-15
I3122,P7584,W7565,241,23,80,9,2026-04-17
I3123,P1459,W3520,947,125,84,9,2026-01-14
I3124,P5096,W3436,834,60,98,6,2026-04-25
I3125,P6787,W6908,788,33,53,17,2026-02-19
I3126,P4177,W544,579,174,56,19,2026-03-20
I3127,P5561,W745,642,16,10,1,2026-03-04
I3128,P5024,W4392,73,54,60,15,2025-08-21
I3129,P707,W826,176,151,65,6,2025-10-17
I3130,P2016,W1495,370,60,19,3,2026-04-04
I3131,P8593,W2259,752,134,67,10,2025-09-16
I3132,P9657,W6463,203,92,64,13,2026-05-27
I3133,P2423,W9347,840,37,71,8,2026-02-14
I3134,P3261,W6127,416,91,28,7,2025-11-28
I3135,P4105,W8768,86,111,73,4,2026-05-11
I3136,P7372,W3553,441,105,68,0,2025-06-06
I3137,P1553,W5852,236,157,59,19,2025-10-20
I3138,P8247,W2996,213,117,69,5,2025-12-22
I3139,P5058,W254,52,38,75,7,2025-09-21
I3140,P610,W9275,422,123,22,13,2025-10-08
I3141,P4933,W4917,299,11,13,18,2026-02-26
I3142,P7116,W7258,96,91,70,1,2026-03-17
I3143,P8262,W4183,938,33,100,11,2026-02-23
I3144,P9785,W7409,778,71,23,2,2026-05-02
I3145,P6747,W4928,952,67,43,10,2025-06-19
I3146,P5012,W3281,682,17,8,4,2026-03-04
I3147,P7274,W6331,799,110,8,3,2026-04-21
I3148,P2230,W4828,926,171,95,17,2026-02-17
I3149,P4205,W6411,923,110,72,1,2025-09-10
I3150,P476,W8569,213,72,84,14,2025-08-29
I3151,P8979,W7762,371,134,18,10,2025-12-25
I3152,P9035,W6285,493,133,14,0,2026-01-15
I3153,P8171,W2215,376,168,60,12,2026-04-13
I3154,P5735,W1719,932,91,76,16,2025-08-19
I3155,P595,W1478,356,154,93,15,2026-05-26
I3156,P4573,W9518,839,173,45,0,2025-10-29
I3157,P6276,W6627,825,117,43,3,2025-06-11
I3158,P9534,W7105,846,197,63,17,2026-03-17
I3159,P2806,W9872,394,131,91,13,2025-10-10
I3160,P7145,W7221,316,163,32,5,2025-09-11
I3161,P755,W9111,759,40,79,2,2026-03-28
I3162,P1131,W4220,599,58,66,13,2026-05-15
I3163,P1480,W8937,26,14,46,5,2025-10-27
I3164,P8617,W6035,100,154,85,13,2025-06-11
I3165,P3969,W9980,701,34,74,4,2025-10-08
I3166,P3461,W6780,945,93,50,8,2025-10-05
I3167,P1346,W592,97,51,20,15,2025-12-24
I3168,P6908,W2877,323,174,78,10,2026-01-18
I3169,P4824,W9524,640,84,47,9,2026-01-20
I3170,P2216,W4610,195,133,72,8,2025-12-09
I3171,P3371,W8820,994,112,18,5,2025-12-03
I3172,P5464,W825,75,18,24,11,2025-11-28
I3173,P9667,W3627,116,18,71,9,2026-01-23
I3174,P9096,W5990,481,108,49,11,2025-09-03
I3175,P4081,W8664,368,123,22,16,2025-07-12
I3176,P1423,W7446,182,185,91,15,2025-08-11
I3177,P1056,W7486,875,199,49,2,2025-10-19
I3178,P3029,W9228,158,40,66,8,2025-10-16
I3179,P5842,W2831,506,45,43,9,2025-07-07
I3180,P7692,W9038,180,147,14,16,2026-05-11
I3181,P4981,W8822,412,42,45,16,2026-01-30
I3182,P9341,W2113,970,157,14,16,2026-01-26
I3183,P6608,W8778,37,23,23,16,2026-05-09
I3184,P1686,W1920,897,56,7,9,2025-07-17
I3185,P7724,W686,152,95,11,7,2025-09-27
I3186,P2241,W7769,281,26,6,14,2025-08-22
I3187,P4844,W5876,935,134,68,8,2026-03-20
I3188,P6354,W3973,887,72,41,6,2026-03-15
I3189,P2356,W1699,945,29,60,13,2025-10-12
I3190,P920,W7809,254,187,72,3,2026-01-31
I3191,P382,W555,410,167,47,2,2026-04-04
I3192,P7840,W5184,877,47,88,1,2026-04-16
I3193,P5778,W9909,829,48,85,1,2025-09-30
I3194,P554,W6645,771,45,27,5,2026-01-05
I3195,P4097,W7250,284,68,49,4,2026-03-15
I3196,P7683,W6798,602,44,27,13,2026-02-04
I3197,P5663,W6233,710,30,56,20,2025-07-18
I3198,P8313,W2110,573,171,91,12,2025-08-22
I3199,P1160,W9848,375,138,51,5,2025-06-28
I3200,P5018,W3417,203,42,87,13,2025-12-30
I3201,P1855,W9108,143,36,70,0,2026-01-01
I3202,P8979,W5048,269,83,37,17,2026-05-18
I3203,P387,W1963,946,178,77,9,2026-04-27
I3204,P4920,W4663,217,13,62,9,2026-03-22
I3205,P2744,W2680,646,142,7,18,2026-04-28
I3206,P4081,W8750,598,191,45,13,2025-06-24
I3207,P5204,W6618,100,98,13,13,2026-03-15
I3208,P2918,W6915,865,27,100,3,2025-12-26
I3209,P3456,W786,250,68,51,17,2025-10-05
I3210,P7428,W4700,46,44,99,0,2025-08-17
I3211,P8539,W4665,113,36,5,12,2025-11-05
I3212,P5639,W6673,444,40,82,2,2025-10-26
